Index,Title,Album,Date,Year,Lyrics,Love,Alcohol,Lonely,Smoke,Dream,Lie,Life,Death,Sick,City,Home,Time,Lost,Money,Nothing,Dance,Memory,Water,Friend,Pain,Wait,Link
67,Pretty Mary Kay,Figure 8 (Deluxe Edition),"Apr. 18, 2000",2000,"[Verse 1]
Almost forgot, started to say
Rode into the sun, past everyone
Hallelujah, pretty Mary K

[Verse 2]
I found faith in the infirmary
There's a soldier lying in bed
With a wound to the head
Calling out to pretty Mary K

Here's what you get
For things that haven't happened yet

[Verse 3]
I happened upon pretty Mary K
But a soldier to the fore waved you away
I walk round the dock
And talk to St. James
Though I'm already done

[Verse 4]
And ask everyone
""Have you seen her?""
Pretty Mary K
Have you seen her?
Pretty Mary K",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-pretty-mary-kay-lyrics
68,I Better Be Quiet Now,Figure 8 (Deluxe Edition),"Apr. 18, 2000",2000,"[Verse 1]
Wish you gave me your number
Wish I could call you today
Just to hear a voice
I got a long way to go, I'm getting further away

[Verse 2]
If I didn't know the difference
Living alone would probably be okay
It wouldn't be lonely
I got a long way to go, I'm getting further away

[Chorus]
A lot of hours to occupy, it was easy when I didn't know you yet
Things I'd have to forget
But I better be quiet now, I'm tired of wasting my breath
Carrying on and getting upset

[Verse 3]
Maybe I have a problem
But that's not what I wanted to say
I'd prefer to say nothing
I got a long way to go, I'm getting further away

[Chorus]
Had a dream as an army man with an order just to march in my place
While a dead enemy screams in my face
But I better be quiet now, I'm tired of wasting my breath
Carrying on, not over it yet",0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-i-better-be-quiet-now-lyrics
69,Can't Make a Sound,Figure 8 (Deluxe Edition),"Apr. 18, 2000",2000,"[Verse 1]
I have become a silent movie
The hero killed the clown

[Chorus]
Can't make a sound
Can't make a sound
Can't make a sound

[Verse 2]
Nobody knows what he's doing
Still hanging around

[Chorus]
Can't make a sound
Can't make a sound
Can't make a sound
Can't make a sound

[Bridge]
The slow motion moves me
The monologue means nothing to me

[Verse  3]
Bored in the role, but he can't stop
Standing up to sit back down
Or lose the one thing found
Spinning the world like a toy top
Till there's a ghost in every town",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-cant-make-a-sound-lyrics
70,Bye,Figure 8 (Deluxe Edition),"Apr. 18, 2000",2000,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-bye-lyrics
73,I Can't Answer You Anymore,Figure 8 (Deluxe Edition),No date available,No date available,"Something came from nothing today
While I was saying no

Well don't you knock on my door
I can't answer you anymore

Absence makes the heart grow fond
Of staying away from people

It was a question before
But I can't answer you anymore

Skipped to the scene where we meet
And wrote a song
I did everything right for somebody that
Does everything wrong

So I go from coast to coast
Over the Hawthorn Bridge

To the one I adore
You asked me what I'm looking for
But I can't answer you anymore
No, I can't answer you anymore",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-i-cant-answer-you-anymore-lyrics
74,Happiness,Grand Mal: Studio Rarities,"Feb. 8, 2000",2000,"Activity's killing the actor
And the cop's standing out in the road
Turning traffic away
There was nothing she could do until after
When his body'd been buried below
Way back in the day
Oh my, nothing else could have been done
He made his life a lie so
He might never have to know anyone
Made his life a lie you know

I told him that he shouldn't upset her
And that he'd only be making it worse
Involving somebody else
But I knew that he'd never forget her
While her memory worked in reverse
To keep her safe from herself
And oh my, nothing else could have been done
She made her life a lie so
She might never have to know anyone
Made her life a lie you know

What I used to be will pass away and then you'll see
That all I want now is happiness for you and me
What I used to be will pass away and then you'll see
That all I want now is happiness for you and me
What I used to be will pass away and then you'll see
That all I want now is happiness for you and me",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,https://genius.com/Elliott-smith-happiness-lyrics
74,Because,Figure 8 (Deluxe Edition),"Apr. 18, 2000",2000,"[Intro]
Ah-ah

[Verse 1]
Because the world is round
It turns me on
Because the world is round
Ah-ah

[Verse 2]
Because the wind is high
It blows my mind
Because the wind is high
Ah-ah

[Bridge]
Love is old, love is new
Love is all, love is you

[Verse 3]
Because the sky is blue
It makes me cry
Because the sky is blue

[Outro]
Ah-ah, ah-ah, ah
Ah-ah, ah
Ah-ah
Ah-ah, ah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-because-lyrics
76,No Name #6,Grand Mal: Studio Rarities,"Nov. 22, 2000",2000,"You've got the wrong equation
Your figures fell so you make more up
All smiles and celebration
If only you could just change your luck

This time we can't lose
This time we can't lose

You're pushing ninety through a pretty picture plain
With the sound turned down
We drive along between the cows and cotton
Saying with the stars all around

This time we can't lose
This time we can't lose

The moon is in a sickle shape
You know you're only really happy just for now
Looked at the city scape
Well there's a planet that'll catch you and drag you back down

This time we can't lose
This time we can't lose
This time we can't lose
This time we can't lose
Can't lose
Can't lose",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-no-name-6-lyrics
79,Pretty (Ugly Before),From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
Sunshine
Been keeping me up for days
There is no nighttime
It's only a passing phase

[Refrain]
And I feel pretty
Pretty enough for you
I felt so ugly before
I didn't know what to do

[Verse 2]
Sometimes
Is all I feel up to now
But it's not worth it to you
'Cause you gotta get high somehow

[Verse 3]
Is it destruction that you require to feel
Like somebody wants you
Someone that's more for real

[Verse 4]
Sunshine
Been keeping me up for days
There is no nighttime
Only a passing phase",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-pretty-ugly-before-lyrics
77,Coast to Coast,From a Basement on the Hill,"Oct. 19, 2004",2004,"(Pushy preacher)

Last stop for a resolution
End of the line, into confusion
So go, go see what's there for you
Nothing new
Nothing new for you to use

I've got no new act to amuse you
I've got no desire to use you, no
But anything that I could do
Would never be good enough for you

If you can't help it, then just leave it alone (leave it alone)
Leave it alone
Yeah, just forget it
It's really easy
I believe I'll forget it too

Still you're keeping me around
'Til I finally drag us both down (Gonna drag us both down)
Pulling feathers out your hat (Throwing feathers out your hat)
Yes, I believe it's come to that (I believe that's where it's at)
You belong tagging along
And I belong in the zoo",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-coast-to-coast-lyrics
78,Let's Get Lost,From a Basement on the Hill,"Oct. 19, 2004",2004,"I've been outside
Invited in
But I couldn't abide
Went missing again
Burning every bridge that I cross
To find some beautiful place to get lost

I had true love
I made it die
I pushed her away
She said please stay
Burning every bridge that I cross
To find some beautiful place to get lost
To find some beautiful place to get lost

Well I don't know where I'll go now
And I don't really care who follows me there
But I'll burn every bridge that I cross
And find some beautiful place to get lost
And find some beautiful place to get lost",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-lets-get-lost-lyrics
80,Don't Go Down,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
I met a girl, snowball in hell
She was hard and as cracked as the Liberty Bell
I got her to come on and move in with me
And I said I'd find a better place we could spend eternity

[Hook]
Don't go down
Don't go down
Stay with me
Baby stay

[Verse 2]
Her mama called me a thief
And her dad called himself commander-in-chief
I fought him off with my love
But I knew the sense of worthlessness she'd have to rise above

[Hook x2]

She had a dream, woke up in shock
She had seen her own body outlined in chalk
I split the scene, the globe'd been spun
And her ghost leaned down to kiss me
With a message from the sun",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-dont-go-down-lyrics
81,Strung Out Again,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
You get what you see
I saw a rich fuck given charity
Saw an evil emperor
Wearing my clothes

They're far from the best
But they might suit you better than the rest
Just looking in the mirror
Will make you a brave man

[Chorus]
I know my place
Hate my face
I know how I begin
And how I'll end
Strung out again

[Verse 2]
Was a parliament of owls
Fly over a city of canals
Floating on the body
Floating in the Dalles

You get what you see
But some things they just change invisibly
I don't know where I'm going
And I don't even want to know",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-strung-out-again-lyrics
82,A Fond Farewell,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
The Lite-Brite's now black and white
'Cause you took apart a picture that wasn't right
Pitch burning on a shining sheet
The only maker that you want to meet
A dying man in a living room
Whose shadow paces the floor
Who'll take you out any open door

[Chorus]
This is not my life
It's just a fond farewell to a friend
It's not what I'm like
It's just a fond farewell to a friend
Who couldn't get things right
A fond farewell to a friend

[Verse 2]
He said, ""Really, I just want to dance""
Good and evil match perfect, it's a great romance
And I can deal with some psychic pain
If it'll slow down my higher brain
Veins full of disappearing ink
Vomiting in the kitchen sink
Disconnecting from the missing link",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,https://genius.com/Elliott-smith-a-fond-farewell-lyrics
83,King's Crossing,From a Basement on the Hill,"Oct. 19, 2004",2004,"The king's crossing was the main attraction
Dominos are falling in a chain reaction
The scraping subject ruled by fear told me
Whiskey works better than beer

The judge is on vinyl, decisions are final
And nobody gets a reprieve
And every wave is tidal
If you hang around
You're going to get wet

I can't prepare for death any more than I already have
All you can do now is watch the shells
The game looks easy, that's why it sells
Frustrated fireworks inside your head
Are going to stand and deliver talk instead
The method acting that pays my bills
Keeps the fat man feeding in Beverly Hills
I got a heavy metal mouth that hurls obscenity
And I get my check from the trash treasury
Because I took my own insides out

It don't matter because I have no sex life
All I want to do now is inject my ex-wife
I've seen the movie
And I know what happens",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-kings-crossing-lyrics
84,Ostrich & Chirping,From a Basement on the Hill,"Oct. 19, 2004",2004,This song is an instrumental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-ostrich-and-chirping-lyrics
85,Twilight,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
Haven't laughed this hard in a long time
I better stop now before I start crying
Go off to sleep in the sunshine
I don't want to see the day when it's dying

[Chorus]
She's a sight to see (Sight to see)
She's a-good to me (Good to me)
But I'm already somebody's baby
She's a pretty thing (Pretty thing)
And she knows everything (Everything)
But I'm already somebody's baby

[Verse 2]
You don't deserve to be lonely
But those drugs you got won't make you feel better
Pretty soon you'll find it's the only
Little part of your life you're keeping together

[Chorus]
I'm a-nice to you (Nice to you)
I could make it through (Make it through)
That you're already somebody's baby
I could make you smile (Make you smile)
If you stayed a while (Stayed a while)
But how long will you stay with me baby?",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-twilight-lyrics
86,A Passing Feeling,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Intro]
Everything is gone but the echo of the burst of the shell
And I'm stuck here waiting
For a passing feeling

In the city I built up and blew to hell
I'm stuck here waiting
For a passing feeling

[Hook]
Still I send all the time
My request for relief
Down the dead power line
Though I'm beyond belief

In the help I require
Just to exist at all
Took a long time to stand
Took an hour to fall

[Bridge]
I'm stuck here waiting
For a passing feeling

Stuck here waiting
For a passing feeling",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-a-passing-feeling-lyrics
87,The Last Hour,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
Here's the army that you mowed to the ground
And the bodies you left lying around
Talking it out
The last hour
I'm through trying now
It's a big relief
I'll be staying down
Where no one else gonna give me grief

[Chorus 1]
Mess me around
Just make it over

[Verse 2]
Your opinion was the law of the land
The single thing that I could always understand
I lived it out from hour to hour
The only thing that never really changed
You ran me all around
And dragged me down
At the end of the day

[Chorus 2]
Don't keep me around
Just make it over",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-the-last-hour-lyrics
88,Shooting Star,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
You'll make the scene
Like you always do
Going upstream
Down the avenue
To fuck some trophy boy
That you'll win tonight at the bar

[Hook]
So bad, so far
You'll make him sad
Shooting star

[Verse 2]
When it was me
I was momentarily proud
Drunk on dreams
Now I'm glad I didn't say out loud
You said you'd be for real
But I don't believe that you are

[Hook]
So bad, so far
You made me sad
Shooting star",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-shooting-star-lyrics
89,Memory Lane,From a Basement on the Hill,"Oct. 19, 2004",2004,"[Verse 1]
This is the place you end up
When you lose the chase
Where you're dragged against your will
From a basement on the hill

And all anybody knows
Is you're not like them
And they kick you in the head
And send you back to bed

[Hook]
Isolation
Pulled you passed
A tunnel to a bright
World where you can
Make a place to stay

But everybody's scared of this place
They're staying away
Your little house on memory lane

[Verse 2]
The mayor's name is fear
His force patrols the pier
From a mountain of cliché
That advances everyday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://genius.com/Elliott-smith-memory-lane-lyrics
90,Little One,From a Basement on the Hill,"Oct. 19, 2004",2004,"One more, little one
I'll go down
Stay down
Sleep the rest of the day

Dream new
Music to calm down
Stay down
And keep evil away

I can hear you asleep
Changing your shape
Dissolved in some dream
As a new one appears
To take you along
Where you've never been

One, two
Three, four, five
Six, seven

The moonlight tonight
Seems to belong to me
Cause I (Never go to sleep)
Even those who can't sleep
They need some company",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-little-one-lyrics
91,A Distorted Reality is Now a Necessity to be Free,From a Basement on the Hill,"Oct. 19, 2004",2004,"I'm floating in a black balloon
O.D. on Easter afternoon
My mama told me ""Baby stay clean
There's no in-between""
And all you ladies and you gentlemen
Between is all you've ever seen or been
Fit poorly and arrange the sight
Doll it up in virgin white
You disappoint me, you people raking in on the world
The devil's script sells you the heart of a blackbird

Shine on me baby, because it's raining in my heart

Sun's rising on a chopping glare
Rain dropping acid bought up in the air
A distorted reality is now a necessity to be free
It's so disappointing
First I put it all down to luck
God knows why my country don't give a fuck
Fuck
Shine on me baby, because it's raining in my heart
Shine on me baby, because it's raining in my heart",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-a-distorted-reality-is-now-a-necessity-to-be-free-lyrics
92,Angel in the Snow,New Moon,"May 8, 2007",2007,"I'd say you make a perfect
Angel in the snow
All crushed out on the way you are
Better stop before it goes too far

Don't you know that I love you?
Sometimes I feel like
Only a cold still life
That fell down here to lay beside you

Don't you know that I love you?
Sometimes I feel like
Only a cold still life
Only a frozen still life
That fell down here to lay beside you",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-angel-in-the-snow-lyrics
93,Talking to Mary,New Moon,"May 8, 2007",2007,"Talking to Mary
You know you don't have to shout
She can hear what you're thinking
Like you were saying it right out loud

It's you she sees behind
That dirty look
It was her that followed down
Every stupid turn that you took

One day she'll go, I told you so
One day she'll go, I told you so

Saw the one big problem
You keep under your hat
And it's pretty unlikely
That anybody else will be cool with that

You got bus fare in your pocket
And more money down in your sock
But she can't tell you how to contact her
If you won't listen to her talk

One day she'll go, I told you so
One day she'll go, I told you so",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-talking-to-mary-lyrics
94,High Times,New Moon,"May 8, 2007",2007,"Coma kid
Coma kid
Tell me how
You come to follow you around
Wherever you go
Said I don't go where I'm supposed go
And I don't go really anywhere, you know
Told me how he's driven by a curse
'Til he kicked out into reverse

Said I don't go where I'm supposed to go
And I don't go really anywhere, you know
I made up my mind, and I don't mind sayin' so

I went to meet you at central square
And when I couldn't find you there
I went walking around the city some more
People watching with a cold blank stare
And I saw your face in everyone, I swear
Seems I never get your kick quite right
I was walking slow to a dirty dive
I'm so sick and tired of trying to change your mind
When it's so easy to disconnect mine

High times
High times
High times
Yeah, I feel fine
High times
High times
High times
Man, I feel fine",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-high-times-lyrics
95,New Monkey,New Moon,"May 8, 2004",2007,"Here comes the sidewalk boss again
Telling me how I can't cave in
That I'm a study in black
Need a pat on the back
I look up and smile
A picture of dissatisfaction
That he can only see as a junkie
Though I might be straight as an arrow
He's busy shaking hands with my monkey
Busy shaking hands with my monkey

I go in my car
Straight to the bar
Where my sweetie pours the beer
For the millions of fans ignoring the bands
He's in my ear
Wants me to live in denial
Says, ""You've got to settle for something
Though it might not be really living
Anything is better than nothing
Anything is better than nothing""

No half-dead action man going to move in to take my place
I'll be pumping out the product
Just a total waste",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-new-monkey-lyrics
96,Looking Over My Shoulder,New Moon,"May 8, 2007",2007,"Wiped out in the city slick
Another sick rock 'n' roller acting like a dick
Needing cash
Burning through the trash
That piles up in this place
And fills up behind my empty face
Full of things that I'm not to do

You come over with all of your friends
And all their opinions I don't want to know
And I'm looking over my shoulder
Booking away with nowhere to go

I run down to the corner lot
It's forty-five past two
I almost forgot to show
Got a date to make with Mr. So-and-So
After which
I won't care when you all start to bitch and moan
About being alone

You come over with all of your friends
And all their opinions I don't want to know
And I'm looking over my shoulder
Booking away with nowhere to go",0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,https://genius.com/Elliott-smith-looking-over-my-shoulder-lyrics
97,Going Nowhere,New Moon,"May 8, 2007",2007,"[Verse 1]
He waved hello, silent like a mime
Meaning ""There's no changing my mind""
I won't walk the stairs with you tonight
Going nowhere
The clock moved a quarter of a turn
The time it took her cigarette to burn
She said, ""You got a lot of things to learn""
Going nowhere

[Chorus 1]
I saw you move a certain way
I missed you a lot
Return to this abandoned place
Should've been forgot

[Verse 2]
Echoes drown the conversation out
Echoes that only seem to bring about
A silent expression, easy read aloud
Going nowhere
The steps made a pattern I'd never seen
I felt like a kid of six or seventeen
I was off in some empty daydream
Going nowhere",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-going-nowhere-lyrics
98,Riot Coming,New Moon,"May 8, 2007",2007,"In Storyville I fucked a cop
Amped up on prescription pills
That brought my heart to a stop
And I want to tell you there's a riot coming
Like a drug in the water
A punch in the stomach makes sons into daughters

I met a girl on the square
Who showed me how to kill my cares
But once that's done, man, there's nothing to do
Time's running backwards for me and you

There's a riot coming
Like a drug in the water
A punch in the stomach makes sons into daughters
My body's running, but I don't see why it bothers

Sat down in jail with this friend of mine
Who'd never close both his eyes
But one was shut all the time
To cover the thing he was scared of
While he watched with the other

There was a riot coming
Like a drug in the water
A punch in the stomach makes sons into daughters",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,https://genius.com/Elliott-smith-riot-coming-lyrics
99,All Cleaned Out,New Moon,"May 8, 2007",2007,"Here come your pride and joy
The comic little drunk you call your boy
Making everybody smile
Who takes your pretty plan
And then becomes a disappearing man
After a little while

I saw you with your makeup running down
Now what's that all about?
You say you don't want anyone around
Cause you're all cleaned out

You toss the empty beer
Not really as composed as you appear
An icicle inside
Wearing clothes that clash
Wondering is this treasure, is this trash
Still trying to decide
And about 5 o'clock here comes your clown
With the front he's throwing down

But all you say is you don't want anyone around
No, not right now
There ain't nothing to drink
You don't want to think about it",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-all-cleaned-out-lyrics
100,First Timer,New Moon,"May 8, 2007",2007,"I'm a first timer, wishing I was someone else
When I see you by yourself
In a corridor where you find yourself now blocked
By a door you locked

You won't do what the doctor ordered
You won't see someone else
Come on back to me, my bright tomorrow
You say you feel hollow and you know it's cause you are
Well at least so far

I think of you with hesitation
I think of you too hard
Come on back to me
But don't make me sorry

I'm a first timer, wishing I'd been someone else
Seeing you by yourself
Seeing you by yourself",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-first-timer-lyrics
101,Go By,New Moon,"May 8, 2007",2007,"Go on, parade and fade
Hit the scene and slow
Spending all your time with some girl
You'll never get to know
Wound up tight
Dressed all in white
Some torn mainsail
Blowing out to drift
Leave you even if

You live up in your head
Scared of every little noise
Someone's always breaking in accidentally
Using nothing but their voice
Shrill and small, echo down the hall
Repeating pet names
See it in your eyes, you're only passing by

Go by
Go by
Go by
Go by

Someone's in the way
Of pretty words and inside slurs
All the things they have to say
To perform the work that they've rehearsed
It's a waste of time
I'd put it behind me once and for all
And let the hype decline
If the problem wasn't mine",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-go-by-lyrics
102,Thirteen,New Moon,"May 8, 2007",2007,"Won't you let me walk you home from school?
Won't you let me meet you at the pool?
Maybe Friday I can
Get tickets for the dance
And I'll take you, ooh-hoo

Won't you tell your dad, get off my back?
Tell him what we said 'bout ""Paint It Black""
Rock and roll is here to stay
Well, come inside where it's okay
And I'll shake you, ooh-hoo

Won't you tell me what you're thinking of?
Would you be an outlaw for my love?
If it's so, well let me know
If it's no, well I can go
I won't make you, mm-hmm",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,https://genius.com/Elliott-smith-thirteen-lyrics
103,"Georgia, Georgia",New Moon,"May 8, 2007",2007,"Georgia, Georgia
It's many, many miles
Since I seen your fallen smile
Close up and personal
Your arsenal of excuses
You never told her
When you walked out on the Savannah shoulder

With your veins all full of beer
Thinking ""well, at least now everything is clear""
But oh man, what a plan
Suicide

It's just not that much different from my own affair
All ends in cussing and crying
How about if you tell me something new?
Tell me what would make you happy
Oh, you so deserve to be
There are protests and contests
Attitudes to cop
I want it all to stop
Three weeks ago, you were all grace and charm
Now I know it was just a false alarm

Georgia, Georgia
I can't understand you since
You have no forgiveness
No attention left to pay
The quiet way you leave and just forget it all
Just takes my breath away
How's that supposed to make me feel?
Yeah, well, how am I supposed to feel?",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-georgia-georgia-lyrics
104,Whatever (Some Folk Song in C),New Moon,"May 8, 2007",2007,"They come here alone and they leave in twos
Except for you and me who just came to use
If you're all done like you said you'd be
What are you doing hanging out with me?

Why you tell me stuff that's so plainly untrue?
If you'll be straight with me, I'll be straighter with you
If you're all done, like you said you'd be
What are you doing hanging out with me?

I haven't wanted to do anything for a long time
But whatever you got right now will probably suit me fine
If you're all done, like you said you'd be
What are you doing hanging out with me?

I haven't wanted to do anything for a long time
Whatever you're doing now would probably suit me fine
If you're all done, like you said you'd be
What are you doing hanging out with me?

What are you doing hanging out with me?",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-whatever-some-folk-song-in-c-lyrics
105,Big Decision,New Moon,"May 8, 2007",2007,"Pick me up in an hour or so
I don't really recommend it, no
They'll probably just put you down
I believe you
I wanna be you
I believe you
I wanna be you
No, I'm not through with it yet
It's a big decision
You can't kick when you're down

Got a feeling kind of like a cough
Ain't nothing gonna shake it off
Ain't nothing gonna shake it off
Until you talk out loud
I believe you
I wanna be you
I believe you
I wanna be you
No, I'm not through with it yet
It's a big decision
You can't kick when you're down

The chromium car reflects who you are taking you home
I'm under your spell
Can't you tell?
Don't you know?",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-big-decision-lyrics
106,Placeholder,New Moon,"May 8, 2007",2007,"Looking at all the rows
All these records look like big zeroes
Got your picture on the back of a 45
A placeholder till you take up mine
A placeholder till you take up mine

I'm the person you'll never need
The biggest loser on 16th Street
The invisible man with the see-through mind
A placeholder till you take up mine
A placeholder till you take up mine

Break off up in someone's loft
In midtown 'round there next to the square
He likes the way that you look now
Like an open book

Just like my favorite song
Some pretty words that didn't last that long
Like a package sent priority overnight

Placeholder, come and take up mine
Placeholder, come and take up mine
Placeholder, come and take up mine
Placeholder, come and take up mine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-placeholder-lyrics
107,New Disaster,New Moon,"May 8, 2007",2007,"The ghost of your smile is always looking
For new bodies to haunt
And its been here and disappeared
It's hanging around aloofly for a while
Gradually gone
It's pleasing and freezing

Well, I wonder what it is you're after
Keeping company with this disaster
You looked all over town
Got turned around
To walk back through the mud
The kind you had left behind you

Everybody is the same in this long no-win game
Where every new blood
Gets time to become resigned

Now I wonder what it is you're after
Keeping company with this disaster
Why you never tried to tame your master

You just blow through the coals
Blow through the coals
Blow through the coals
Until everyone knows that your smile is just a ghost
The ghost of your smile was seen on a body in the park
It's old news
You see that it's no use
Waiting to start
Waiting to light
Waiting until dark
I told you, man
I told you",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,https://genius.com/Elliott-smith-new-disaster-lyrics
108,Seen How Things are Hard,New Moon,"May 8, 2007",2007,"The tin kids who betrayed
The stupid shit you just played
I took pictures in my head
You and a blank stare, we had a little trace of you there
You just didn't care
You were off getting drunk instead

I've seen how things are hard
I've seen how things are hard
I love you though
I've seen how things are hard
Seen how things are hard
Well, don't you know?

You were scared of what you thought
With a dizzy high
You freaked out and forgot
You stayed well away from trouble that you caused
Using all your strength
To keep the world at an arm's length and not get upset
At this self-imposed loss

I've seen how things are hard
Seen how things are hard
I love you though
Seen how things are hard
Seen how things are hard
Well, don't you know?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-seen-how-things-are-hard-lyrics
109,Fear City,New Moon,"May 8, 2007",2007,"Dragged down into lowercase
Trying to get your cops to talk right
‘Cause they can't put the paper to your face
When you're just trying to walk by

So now I got a new game, baby
No one's gonna recognize it
Your broken English over their flat, tired rhymes
Still trying to bring some dead beauty back to life

Isn't it pretty?
Yeah
I'm gonna see my city dead

I can do everything that your man does except for better
Got no interest now in addressing you kids
With cheap angst love letters
You write your name in all of the places no one goes
Some can't be satisfied until everybody knows

Isn't it pretty?
Yeah
I'm gonna see my city dead

Isn't it pretty?
Yeah
I'm gonna see my city dead (come on)
Isn't it pretty?
Yeah
I'm gonna see my city dead",1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,https://genius.com/Elliott-smith-fear-city-lyrics
110,Either/Or,New Moon,"May 8, 2007",2007,"You're strong, you're stubborn now
In an endless symbolic war
Brave or bored
Either/or

Sometimes I ricochet from the past
And at times, a future I've already had before
Champion or chore
Either/or

I'll write the pages you rip out
Back in their places again
One day you'll know what you're talking about
I can hardly imagine
But until then I'll be

Filling in these blanks that you create
Every time you win some petty score
Posing as hardcore, oh yeah
Either/or

Look at the spin chief
Battered and broken
Clutching a plastic rose
We're all in the downpour you carry around for
Trashing a lifestyle you've never known",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://genius.com/Elliott-smith-either-or-lyrics
